paper_id,doi,title,year,journal,authors,abstract_keywords
1103,10.1016/j.cej.2018.09.088,Cost-efficient core-shell TS-1/silicalite-1 supported Au catalysts: Towards enhanced stability for propene epoxidation with H2 and O2,2019,,,"['good po formation rate', 'attracting tremendous research interests', 'work sheds new light']"
1104,10.1016/j.cej.2018.10.053,Synthesis of SSZ-13 zeolite in the presence of dimethylethylcyclohexyl ammonium ion and direct conversion of ethylene to propylene with the SSZ-13,2019,,,"['organic structure directing agent', 'reported templates including n', '68 %, respectively']"
1105,10.1016/j.cej.2019.01.106,Effect of core-shell structuring of chabazite zeolite with a siliceous zeolite thin layer on the separation of acetone-butanol-ethanol vapor in humid vapor conditions,2019,,,"['pure silica chabazite layer', 'pure silica chabazite coating', 'narrow pore chabazite zeolite']"
1106,10.1016/j.cej.2019.122913,Rapid synthesis of uniform nano-sized silicalite-1 zeolite crystals under atmospheric pressure without wastes discharge,2020,,,"['probe reaction beckmann rearrangement', 'organic template rested could', 'high bet surface area']"
1107,10.1016/j.cej.2019.123491,Seed-assisted synthesis of Cu-(Mn)-UZM-9 zeolite as excellent NO removal and N2O inhibition catalysts in wider temperature window,2020,,,"['situ ftir results proved', '9 catalysts exhibited high', 'mn species mainly existed']"
1108,10.1016/j.cej.2019.123800,Strategy towards enhanced performance of zeolite catalysts: Raising effective diffusion coefficient versus reducing diffusion length,2020,,,"['zeotype secondary building units', 'bronsted acid sites related', 'effective diffusion coefficient enhancement']"
1109,10.1016/j.cej.2020.124250,"Effects of alkali and alkaline earth metals on Cu-SSZ-39 catalyst for the selective catalytic reduction of NO
                  x
                with NH3",2020,,,"['acid sites greatly decreased', 'alkaline earth metals followed', 'alkaline earth metals poisoning']"
1110,10.1016/j.cej.2020.124782,"Promoting effect of Ce and Mn addition on Cu-SSZ-39 zeolites for NH3-SCR reaction: Activity, hydrothermal stability, and mechanism study",2020,,,"['therefore indicate great potential', 'active cuo crystallites formation', 'decreased significantly like cu']"
1111,10.1016/j.cej.2020.125515,One-pot synthesis of FeCu-SSZ-13 zeolite with superior performance in selective catalytic reduction of NO by NH3 from natural aluminosilicates,2020,,,"['wide reaction temperature window', 'systematic characterization results reveal', 'reduce nitrogen oxide emissions']"
1112,10.1016/j.cej.2020.125655,Depolymerization of PET into terephthalic acid in neutral media catalyzed by the ZSM-5 acidic catalyst,2020,,,"['lewis acidic site concentration', 'lewis acidic sites', 'wave assisted hydrolysis']"
1113,10.1016/j.ces.2004.03.012,The synthesis and testing of thin film ZSM-5 catalysts,2004,,,"['secondary reaction products increased', 'reaction rate constant increased', 'xylene reaction data showed']"
1114,10.1016/j.ces.2004.07.055,Effect of Si:Ti ratio on energetic heterogeneity in ETS-4,2004,,,"['two different initial si', 'study gives insight', 'engelhard titanium silicate']"
1115,10.1016/j.ces.2012.01.024,Preparation and characterization of ITQ-29/polysulfone mixed-matrix membranes for gas separation: Effect of zeolite composition and crystal size,2012,,,"['hinders gas permeation performance', 'highest h2 permeability 21', 'prepare mixed matrix membranes']"
1116,10.1016/j.ces.2012.03.031,"Fabrication, characterization and catalytic oxidation of propylene over TS-1/Au membranes",2012,,,"['vapor phase reaction conditions', 'exhibited helium permeability', 'propylene epoxide using']"
1117,10.1016/j.ces.2014.02.031,Gradient porous Co–Cu–Mn mixed oxides modified ZSM-5 membranes as high efficiency catalyst for the catalytic oxidation of isopropanol,2014,,,"['using secondary growth process', 'incipient wetness impregnating method', 'gradient porous modified zsm']"
1118,10.1016/j.ces.2015.08.016,Ultrahigh mechanically stable hierarchical mordenite zeolite monolith: Direct binder-/template-free hydrothermal synthesis,2015,,,"['unconventional acidic hydrolysis route', '388 m2 g 1', '2 cm3 g 1']"
1119,10.1016/j.ces.2016.06.069,Electrochemical impedance spectroscopy for analyzing microstructure evolution of NaA zeolite membrane in acid water/ethanol solution,2016,,,"['permeation flux decreased initially', 'separation selectivity declined continually', 'naa zeolite membrane layer']"
1120,10.1016/j.ces.2016.07.041,Direct synthesis of hierarchical USY zeolite for retardation of catalyst deactivation,2016,,,"['fourier transform infrared spectroscopy', 'exhibited remarkably higher resistance', 'contained disordered intracrystal mesopores']"
1121,10.1016/j.ces.2017.04.053,Catalytic deactivation mechanism research over Cu/SAPO-34 catalysts for NH3-SCR (II): The impact of copper loading,2017,,,"['950 degc hydrothermal treatment', '950 degc aging treatment', 'tpr outcomes prove']"
1122,10.1016/j.ces.2017.05.012,n-Heptane catalytic cracking on hierarchical ZSM-5 zeolite: The effect of mesopores,2017,,,"['decreased diffusion resistance caused', 'nh3 temperature programmed desorption', 'scanning electronic microscopy']"
1123,10.1016/j.ces.2017.10.032,Catalytic deactivation mechanism research over Cu/SAPO-34 catalysts for NH3-SCR (I): The impact of 950 °c hydrothermal aging time,2018,,,"['scr activities declined dramatically', 'declined scr reaction rates', 'situ drifts results revealed']"
1124,10.1016/j.ces.2019.02.031,Influence of CO2 and H2O co-feeding in the NOx abatement by SCR over an efficient Cu-CHA catalyst,2019,,,"['conversion values registered', 'scr temperature range', 'cu2 +/ cu']"
1125,10.1016/j.ces.2019.03.028,Effect of Cu content and zeolite framework of n-C4H10-SCR catalysts on de-NOx performances,2019,,,"['hydrocarbons within 24 h', 'zeolite framework significantly affected', 'state stability test']"
1126,10.1016/j.ces.2019.08.005,Ferrierite zeolite passivation and its catalytic application in toluene disproportionation,2019,,,"['chemical liquid deposition', 'pressure ranges evaluated', 'chemical compositions']"
1127,10.1016/j.chemosphere.2006.02.043,Physical and chemical regeneration of zeolitic adsorbents for dye removal in wastewater treatment,2006,,,"['22 exhibits equilibrium adsorption', 'higher solution ph results', 'kinetic studies indicate']"
1128,10.1016/j.chemosphere.2009.08.059,Removal of dimethylsulfoxide from wastewater using mild oxidation with H2O2 over Ti-based catalysts,2009,,,"['tio2 mesoporous xerogel prepared', 'titanium silicalite ts', 'dilute aqueous solution']"
1129,10.1016/j.chemosphere.2016.06.058,"Preparation, characterization and photocatalytic application of TiO2/Fe-ZSM-5 nanocomposite for the treatment of petroleum refinery wastewater: Optimization of process parameters by response surface methodology",2016,,,"['5 zeolite via sol', 'petroleum refinery wastewater treatment', 'immobilizing nanosized tio2 photocatalyst']"
1130,10.1016/j.cherd.2011.12.003,Pervaporation dehydration of ethylene glycol by NaA zeolite membranes,2012,,,"['made naa zeolite membranes', 'high feed water content', 'membranes exhibited good stability']"
1131,10.1016/j.cherd.2013.01.022,Preparation and characterization of SAPO-34 – Matrimid® 5218 mixed matrix membranes for CO2/CH4 separation,2013,,,"['5218 mixed matrix membranes', '5218 glass transition temperature', '34 zeolite loaded matrimid']"
1132,10.1016/j.cherd.2013.04.016,Dehydration of ethylene glycol by pervaporation using gamma alumina/NaA zeolite composite membrane,2013,,,"['tetra methyl ammonium hydroxide', 'quality zeolite naa membranes', 'membranes showed separation factor']"
1133,10.1016/j.cherd.2013.10.008,Para-xylene adsorption separation process using nano-zeolite Ba-X,2014,,,
1134,10.1016/j.cherd.2014.05.013,Effect of crystallization temperature on the in situ valorization of physic nut (Jatropha curcus L.) wastes using synthetic HZSM-5 catalyst,2014,,,"['high heating value properties', 'oxygenated pyrolysis liquid products', 'undesirable oxygenated compounds']"
1135,10.1016/j.cherd.2015.11.014,Conversion of methanol to olefins with HI additive: Thermodynamic analysis and effects of HI on catalytic properties and performance,2016,,,"['scanning electron microscopy', 'comprehensive thermodynamic analysis', '100 k lower']"
1136,10.1016/j.cherd.2016.11.035,Synthesis of ZSM-5 and SAPO-34 membranes in a high temperature-pressure recirculating-flow system,2017,,,"['induced crystallization exhibit co2', 'ch4 single gas permeance', '34 type zeolite membranes']"
1137,10.1016/j.cherd.2019.10.019,Crystal engineering of hierarchical zeolite in dynamically maintained Pickering emulsion,2020,,,"['new ways toward inexpensive', 'dependent prolonged catalyst lifetime', 'toluene pickering emulsion inspired']"
1138,10.1016/j.chroma.2012.03.031,Zeolite Linde Type L as micro-solid phase extraction sorbent for the high performance liquid chromatography determination of ochratoxin A in coffee and cereal,2012,,,"['zeolite linde type l', 'solid phase extraction', '28ngg − 1']"
1139,10.1016/j.colsurfa.2010.12.034,Effect of sol–gel synthesis parameters and Cu loading on the physicochemical properties of a new SUZ-4 zeolite,2011,,,"['07 mm mean diameter', 'narrow pore size distribution', 'fourier transform infrared spectroscopy']"
1140,10.1016/j.colsurfa.2020.124803,Controlled growth of Faujasite zeolite with NaX topology by manipulating solution aging and Na2O/Al2O3 ratios,2020,,,"['organic structure directing agent', 'resultant nax zeolite crystals', 'nax zeolite particles could']"
1141,10.1016/j.colsurfb.2015.07.068,Biomineralization of hydroxyapatite in silver ion-exchanged nanocrystalline ZSM-5 zeolite using simulated body fluid,2015,,,"['inductively coupled plasma analysis', 'transmission electron microscopy', 'simulated body fluid']"
1142,10.1016/j.colsurfb.2018.02.029,Biocatalysts based on nanozeolite-enzyme complexes: Effects of alkoxysilane surface functionalization and biofuel production using microalgae lipids feedstock,2018,,,"['fatty acid ethyl esters', 'provided higher enzymatic activities', 'ga immobilized larger amounts']"
1143,10.1016/j.corsci.2011.01.047,Corrosion-resistant ZSM-5 zeolite coatings formed on Mg–Li alloy by hot-pressing,2011,,,"['zeolite socony mobile', 'scanning electron microscopy', 'pure mfi structure']"
1144,10.1016/j.cplett.2004.01.002,Photocatalytic H2 evolution under visible light irradiation on CdS/ETS-4 composite,2004,,,"['aqueous solution containing na2s', 'sized cds particles embedded', 'visible light irradiation']"
1145,10.1016/j.cplett.2015.07.011,A novel processing of carbon nanotubes grown on molecular sieve coated porous ceramics,2015,,,"['catalytic chemical vapour deposition', 'process using acetylene', 'present study focuses']"
1146,10.1016/j.cplett.2016.10.052,Synthesis of hierarchical SAPO-34 nanocrystals with improved catalytic performance for methanol to olefins,2016,,,"['surface acid sites distribution', 'catalyst showed improved stability', '50 nm particles prepared']"
1147,10.1016/j.cplett.2017.08.036,Hierarchical mordenite zeolite nano-rods bundles favourable to bulky molecules,2017,,,"['hierarchical mordenite nanorods bundles', 'hierarchical mordenite zeolite nano', 'organic moiety linked']"
1148,10.1016/j.cplett.2020.137598,Efficient heterogeneous Fenton-like catalysis of Fe-doped SAPO-44 zeolite synthesized from bauxite and rice husk,2020,,,"['rh displays excellent fenton', 'like reaction performance', 'efficient process route']"
1149,10.1016/j.crci.2004.10.029,Synthesis of ITQ-7 with a new template molecule and its crystal structure analysis in the as synthesized form,2005,,,
1150,10.1016/j.crci.2005.01.010,,2005,,,
1151,10.1016/j.crci.2008.11.009,Design of microporous materials: A novel generation of solid acids,2009,,,"['narrower residence time distribution', 'catalytic reactor engineering based', 'binders presents several drawbacks']"
1152,10.1016/j.crci.2015.09.018,Synthesis of mono- and bi-layer zeolite films on alumina substrates,2016,,,"['proposed using various techniques', 'bilayer zeolite films zsm', 'layer zeolite films']"
1153,10.1016/j.crci.2015.10.012,Synthesis of EMT/FAU-type zeolite nanocrystal aggregates in high yield and crystalline form,2016,,,"['thermal treatment time allows', 'starting reaction medium improves', 'organic additive triethanolamine']"
1154,10.1016/j.crci.2017.11.006,Fabrication of hierarchical ZnSAPO-34 by alkali treatment with improved catalytic performance in the methanol-to-olefin reaction,2018,,,"['naphtha thermal cracking', 'important raw materials', 'effective catalytic processes']"
1155,10.1016/j.desal.2010.02.009,Comparison absorption of new methylene blue dye in zeolite and nanocrystal zeolite,2010,,,"['adsorption isotherm studies demonstrate', 'adsorption capacity dye increases', 'higher solution ph results']"
1156,10.1016/j.desal.2011.01.044,Synthesis and characterization of high performance NaA zeolite-polyimide composite membranes on a ceramic hollow fiber by dip-coating deposition,2011,,,"['various alcohol mixtures indicate', 'dense intergrown naa zeolite', 'naa zeolite membranes surface']"
1157,10.1016/j.desal.2012.01.023,Optimization of NaY zeolite membrane preparation for the separation of methanol/methyl methacrylate mixtures,2012,,,"['best membrane displayed fluxes', '50 wt .% methanol', '16 h aging time']"
